drugname,avg_rating,avg_sentiment,total_reviews,avg_useful_count,top_condition
Empagliflozin,5.46,54.6,13,24.384615384615383,"Diabetes, Type 2"
Empagliflozin / linagliptin,9.0,90.0,3,7.0,"Diabetes, Type 2"
Empagliflozin / metformin,10.0,100.0,1,10.0,min)
Emsam,7.12,71.2,8,57.375,Depression
Emtricitabine / rilpivirine / tenofovir,8.0,80.0,8,13.25,HIV Infection
Emtricitabine / tenofovir,10.0,100.0,3,13.666666666666666,HIV Infection
Enablex,7.0,70.0,6,30.166666666666668,Overactive Bladde
Enalapril,5.0,50.0,4,19.5,High Blood Pressure
Enbrel,8.31,83.1,48,32.833333333333336,Rheumatoid Arthritis
Endocet,8.43,84.3,7,25.571428571428573,Pain
Enfuvirtide,10.0,100.0,1,0.0,HIV Infection
Enjuvia,4.0,40.0,2,2.0,Postmenopausal Symptoms
Enoxaparin,8.5,85.0,4,33.75,Deep Vein Thrombosis
Enskyce,5.0,50.0,2,1.5,Birth Control
Entacapone,6.0,60.0,3,5.0,Parkinson's Disease
EnteraGam,9.0,90.0,1,43.0,Irritable Bowel Syndrome
Entocort EC,7.83,78.3,6,28.5,Inflammatory Bowel Disease
Entresto,4.8,48.0,5,34.2,Heart Failure
Entyvio,4.67,46.7,6,12.666666666666666,Crohn's Disease
Eovist,1.0,10.0,1,1.0,Liver Magnetic Resonance Imaging
Epclusa,7.53,75.3,15,15.466666666666667,Hepatitis C
Ephedrine,8.0,80.0,1,7.0,Narcolepsy
EpiCeram,7.25,72.5,4,16.0,Dry Skin
Epiduo,7.92,79.2,89,12.51685393258427,Acne
Epiduo Forte,2.0,20.0,1,4.0,Acne
Epinephrine,10.0,100.0,1,12.0,"Asthma, acute"
Eplerenone,8.5,85.0,2,11.5,High Blood Pressure
Epoetin alfa,3.5,35.0,2,3.0,Anemia
Epogen,8.0,80.0,1,7.0,Anemia Associated with Chronic Renal Failure
Epoprostenol,6.0,60.0,1,7.0,Pulmonary Hypertension
Epsom Salt,10.0,100.0,1,6.0,6</span> users found this comment helpful.
Eptifibatide,8.0,80.0,1,1.0,Percutaneous Coronary Intervention
Epzicom,10.0,100.0,1,3.0,HIV Infection
Equetro,3.0,30.0,2,9.5,Bipolar Disorde
Ergocalciferol,10.0,100.0,3,86.33333333333333,Vitamin D Deficiency
Eribulin,9.5,95.0,2,32.5,"Breast Cancer, Metastatic"
Erlotinib,8.0,80.0,10,57.2,Non-Small Cell Lung Cance
Errin,4.5,45.0,12,11.666666666666666,Birth Control
Ertaczo,10.0,100.0,1,9.0,Tinea Pedis
Erythrocin,7.5,75.0,2,27.0,Strep Throat
Erythromycin,7.5,75.0,8,10.875,Upper Respiratory Tract Infection
Escitalopram,7.79,77.9,455,36.31208791208791,Anxiety
Esgic,9.67,96.7,3,6.0,Headache
Esgic-Plus,10.0,100.0,2,9.5,Headache
Eskalith,8.0,80.0,1,77.0,Bipolar Disorde
Eslicarbazepine,6.75,67.5,4,7.25,Seizures
Esomeprazole,8.29,82.9,21,23.142857142857142,GERD
Esomeprazole / naproxen,8.5,85.0,4,24.25,Rheumatoid Arthritis
Estarylla,3.03,30.3,39,3.8205128205128207,Birth Control
Estazolam,9.67,96.7,3,12.0,Insomnia
Esterified estrogens,10.0,100.0,1,12.0,Postmenopausal Symptoms
Esterified estrogens / methyltestosterone,9.8,98.0,5,19.6,Menopausal Disorders
Estrace,7.5,75.0,2,47.0,Postmenopausal Symptoms
Estrace Vaginal Cream,6.65,66.5,17,80.0,Atrophic Vaginitis
Estraderm,1.0,10.0,1,5.0,Postmenopausal Symptoms
Estradiol,6.99,69.9,69,29.869565217391305,Postmenopausal Symptoms
Estradiol / levonorgestrel,4.33,43.3,3,3.0,Postmenopausal Symptoms
Estradiol / norethindrone,6.86,68.6,7,12.571428571428571,Postmenopausal Symptoms
Estradiol Patch,8.67,86.7,6,33.666666666666664,Postmenopausal Symptoms
Estratest H.S.,9.5,95.0,2,44.0,Menopausal Disorders
Estring,5.0,50.0,4,8.5,Atrophic Vaginitis
Estropipate,10.0,100.0,1,16.0,Postmenopausal Symptoms
Eszopiclone,6.98,69.8,48,24.416666666666668,Insomnia
Etanercept,7.96,79.6,51,25.745098039215687,Rheumatoid Arthritis
Ethambutol,1.0,10.0,1,3.0,"Mycobacterium avium-intracellulare, Treatment"
Ethinyl estradiol / ethynodiol,6.35,63.5,20,6.05,Birth Control
Ethinyl estradiol / etonogestrel,6.68,66.8,200,8.185,Birth Control
Ethinyl estradiol / folic acid / levonorgestrel,7.5,75.0,2,3.0,Birth Control
Ethinyl estradiol / levonorgestrel,5.65,56.5,615,7.222764227642276,Birth Control
Ethinyl estradiol / norelgestromin,7.04,70.4,135,9.437037037037037,Birth Control
Ethinyl estradiol / norethindrone,5.58,55.8,903,8.344407530454042,Birth Control
Ethinyl estradiol / norgestimate,5.63,56.3,673,8.35958395245171,Birth Control
Ethinyl estradiol / norgestrel,5.79,57.9,53,7.264150943396227,Birth Control
Ethmozine,10.0,100.0,1,3.0,Ventricular Tachycardia
Ethotoin,1.0,10.0,1,0.0,Epilepsy
Etodolac,8.65,86.5,17,27.176470588235293,Pain
Etonogestrel,5.89,58.9,1085,7.335483870967742,Birth Control
Eucrisa,7.71,77.1,7,13.857142857142858,Atopic Dermatitis
Euflexxa,7.55,75.5,31,46.483870967741936,Osteoarthritis
Evamist,8.0,80.0,5,46.6,Postmenopausal Symptoms
Evekeo,6.86,68.6,7,8.714285714285714,ADHD
Evening Primrose Oil,8.0,80.0,3,15.0,Hot Flashes
Everolimus,3.67,36.7,3,23.333333333333332,Breast Cance
Evista,1.0,10.0,1,30.0,Prevention of Osteoporosis
Evolocumab,4.67,46.7,18,33.333333333333336,High Cholesterol
Evoxac,10.0,100.0,1,27.0,Sjogren's Syndrome
Evzio,10.0,100.0,1,0.0,Reversal of Opioid Sedation
Ex-Lax Regular Strength Pills,5.0,50.0,1,22.0,Constipation
Exalgo,7.4,74.0,5,36.8,Chronic Pain
Excedrin,3.5,35.0,4,2.75,Migraine
Excedrin Back & Body,8.0,80.0,1,9.0,Back Pain
Excedrin PM,10.0,100.0,1,24.0,Insomnia
Excedrin Quick Tab,9.0,90.0,1,0.0,Headache
Excedrin Tension Headache,10.0,100.0,2,9.5,7</span> users found this comment helpful.
Exelon,9.0,90.0,3,27.0,Alzheimer's Disease
Exemestane,3.29,32.9,7,25.142857142857142,Breast Cance
Exenatide,7.63,76.3,54,27.574074074074073,"Diabetes, Type 2"
Exforge,6.08,60.8,12,31.083333333333332,High Blood Pressure
Exforge HCT,9.67,96.7,3,13.333333333333334,High Blood Pressure
Exparel,10.0,100.0,1,4.0,Pain
Exubera,10.0,100.0,1,3.0,"Diabetes, Type 2"
Eyebright,10.0,100.0,1,7.0,Nasal Congestion
Eylea,6.75,67.5,4,7.25,Diabetic Macular Edema
Ezetimibe,4.88,48.8,8,58.0,High Cholesterol
Ezetimibe / simvastatin,9.2,92.0,5,20.2,High Cholesterol
Factive,9.0,90.0,1,7.0,Strep Throat
Falmina,4.4,44.0,10,1.9,Birth Control
Famciclovir,8.23,82.3,13,13.615384615384615,Cold Sores
Famotidine,8.17,81.7,6,13.833333333333334,GERD
Famotidine / ibuprofen,8.25,82.5,4,4.25,Osteoarthritis
Famvir,8.0,80.0,5,19.2,Cold Sores
Fanapt,4.6,46.0,5,20.2,Schizophrenia
Farxiga,4.73,47.3,15,19.4,"Diabetes, Type 2"
Fastin,7.58,75.8,12,78.66666666666667,Weight Loss
Febuxostat,8.0,80.0,9,42.666666666666664,Gout
Feen-A-Mint,10.0,100.0,1,20.0,Constipation
Felbamate,9.5,95.0,4,10.25,Epilepsy
Felbatol,9.0,90.0,1,13.0,Epilepsy
Feldene,8.0,80.0,2,6.5,Pain
Felodipine,5.5,55.0,2,19.5,Raynaud's Syndrome
Femara,6.31,63.1,13,97.92307692307692,Breast Cance
Femcon Fe,9.0,90.0,2,3.0,Birth Control
Femring,10.0,100.0,2,11.5,Postmenopausal Symptoms
Fenofibrate,6.5,65.0,6,50.166666666666664,Hypertriglyceridemia
Fenofibric acid,5.5,55.0,2,25.5,High Cholesterol
Fenoprofen,9.0,90.0,1,0.0,Rheumatoid Arthritis
Fentanyl,8.25,82.5,92,28.945652173913043,Pain
Fentanyl Transdermal System,7.7,77.0,20,41.35,Chronic Pain
Fentora,10.0,100.0,3,49.333333333333336,Breakthrough Pain
Fenugreek,10.0,100.0,1,8.0,Herbal Supplementation
Feosol Original,9.0,90.0,1,8.0,Anemia Associated with Chronic Renal Failure
Feraheme,10.0,100.0,1,20.0,Iron Deficiency Anemia
Ferric citrate,3.0,30.0,1,6.0,Hyperphosphatemia of Renal Failure
Ferrous fumarate / iron polysaccharide,10.0,100.0,1,26.0,Iron Deficiency Anemia
Ferrous gluconate,10.0,100.0,1,20.0,Iron Deficiency Anemia
Ferrous sulfate,7.43,74.3,7,28.857142857142858,Iron Deficiency Anemia
Fesoterodine,4.82,48.2,11,23.818181818181817,Overactive Bladde
Fetzima,4.58,45.8,36,46.583333333333336,Depression
Fexofenadine,6.09,60.9,22,16.136363636363637,Allergic Rhinitis
Fexofenadine / pseudoephedrine,6.44,64.4,9,5.888888888888889,Allergic Rhinitis
FiberCon,9.0,90.0,1,7.0,Constipation
Fidaxomicin,1.0,10.0,1,0.0,Clostridial Infection
Finacea,8.17,81.7,6,31.5,Rosacea
Finasteride,6.0,60.0,20,27.95,Androgenetic Alopecia
Fingolimod,7.09,70.9,22,63.27272727272727,Multiple Sclerosis
Fioricet,8.84,88.4,32,24.875,Headache
Fioricet with Codeine,9.6,96.0,5,18.2,Headache
Fiorinal,8.56,85.6,9,21.333333333333332,Migraine
Fiorinal with Codeine,9.67,96.7,3,45.0,Headache
Firazyr,10.0,100.0,1,3.0,Hereditary Angioedema
Flagyl,7.14,71.4,36,29.944444444444443,Bacterial Infection
Flagyl ER,4.5,45.0,2,23.5,Bacterial Vaginitis
Flagyl IV,2.0,20.0,1,20.0,Diverticulitis
Flavoxate,9.5,95.0,2,8.5,Overactive Bladde
Flecainide,8.33,83.3,24,61.5,Atrial Fibrillation
Flector Patch,8.25,82.5,20,19.1,Pain
Fleet Bisacodyl,10.0,100.0,1,7.0,Constipation
Fleet Enema,8.62,86.2,8,13.375,Constipation
Fleet Phospho Soda,10.0,100.0,2,11.5,Constipation
Flexeril,6.47,64.7,32,44.3125,Muscle Spasm
Flolan,8.0,80.0,2,6.5,Pulmonary Hypertension
Flomax,6.82,68.2,39,66.25641025641026,Benign Prostatic Hyperplasia
Flonase,5.59,55.9,22,23.045454545454547,Allergic Rhinitis
Flonase Sensimist,3.0,30.0,1,2.0,Allergic Rhinitis
Florastor,10.0,100.0,2,14.0,Diarrhea
Florinef,7.0,70.0,1,7.0,Postural Orthostatic Tachycardia Syndrome
Florinef Acetate,10.0,100.0,1,37.0,Addison's Disease
Flovent,4.0,40.0,3,24.0,"Asthma, Maintenance"
Flovent HFA,3.0,30.0,2,7.5,"Asthma, Maintenance"
FluMist,1.0,10.0,1,8.0,Influenza Prophylaxis
Fluconazole,6.9,69.0,61,24.885245901639344,Vaginal Yeast Infection
Fludrocortisone,8.67,86.7,6,9.833333333333334,Postural Orthostatic Tachycardia Syndrome
Flunisolide,9.0,90.0,2,12.0,Allergic Rhinitis
Fluocinolone,10.0,100.0,2,10.5,Atopic Dermatitis
Fluocinolone / hydroquinone / tretinoin,8.55,85.5,11,30.90909090909091,Melasma
Fluocinonide,7.6,76.0,5,11.2,Dermatitis
Fluoride,10.0,100.0,1,6.0,Prevention of Dental Caries
Fluorometholone,7.5,75.0,2,14.0,Eye Redness
Fluoroplex,10.0,100.0,1,31.0,Keratosis
Fluorouracil,7.65,76.5,26,55.5,Keratosis
Fluoxetine,7.71,77.1,245,50.542857142857144,Depression
Fluoxetine / olanzapine,8.18,81.8,11,29.545454545454547,Bipolar Disorde
Fluphenazine,8.67,86.7,3,12.333333333333334,Psychosis
Flurandrenolide,10.0,100.0,2,4.0,Atopic Dermatitis
Flurazepam,8.0,80.0,8,36.0,Insomnia
Flurbiprofen,2.0,20.0,1,0.0,Pain
Fluticasone,6.47,64.7,34,22.941176470588236,Rhinitis
Fluticasone / salmeterol,7.04,70.4,23,19.217391304347824,"Asthma, Maintenance"
Fluticasone / vilanterol,6.62,66.2,13,17.76923076923077,Asthma
Fluvoxamine,6.23,62.3,35,29.457142857142856,Obsessive Compulsive Disorde
Focalin,6.85,68.5,13,37.53846153846154,ADHD
Focalin XR,8.73,87.3,11,36.90909090909091,ADHD
Follicle stimulating hormone,10.0,100.0,1,5.0,llicle Stimulation
Foradil Aerolizer,7.0,70.0,2,22.5,"Asthma, Maintenance"
Forfivo XL,10.0,100.0,1,41.0,Depression
Formoterol,7.5,75.0,4,9.25,moterol)
Formoterol / mometasone,7.43,74.3,7,35.857142857142854,moterol / mometasone)
Forteo,7.62,76.2,8,61.75,Osteoporosis
Fortesta,6.38,63.7,8,31.5,"Hypogonadism, Male"
Fosamax,1.0,10.0,1,57.0,Prevention of Osteoporosis
Fosinopril,9.0,90.0,1,24.0,High Blood Pressure
Fosrenol,9.0,90.0,1,5.0,Hyperphosphatemia of Renal Failure
FreshKote,10.0,100.0,1,20.0,Eye Redness
Frova,9.89,98.9,9,11.222222222222221,Migraine
Frovatriptan,9.58,95.8,12,8.0,Migraine
Fulvestrant,7.0,70.0,4,52.5,"Breast Cancer, Metastatic"
Fulvicin U / F,10.0,100.0,1,10.0,Tinea Cruris
Furadantin,10.0,100.0,1,24.0,Bladder Infection
Furosemide,7.69,76.9,16,48.6875,Edema
Fycompa,5.6,56.0,5,14.8,Epilepsy
Gabapentin,7.37,73.7,368,56.04347826086956,Anxiety
Gabapentin enacarbil,6.67,66.7,9,15.555555555555555,Restless Legs Syndrome
Gabarone,6.5,65.0,2,29.0,Peripheral Neuropathy
Gabitril,3.0,30.0,1,0.0,Seizures
Gadoxetate disodium,10.0,100.0,1,2.0,Liver Magnetic Resonance Imaging
Galantamine,10.0,100.0,2,9.0,Alzheimer's Disease
Gamunex,6.0,60.0,1,5.0,Chronic Inflammatory Demyelinating Polyradiculoneuropathy
Gamunex-C,10.0,100.0,1,0.0,Primary Immunodeficiency Syndrome
Gardasil,6.0,60.0,3,13.666666666666666,Human Papillomavirus Prophylaxis
Garlic,10.0,100.0,1,12.0,Bacterial Infection
Gas-X,10.0,100.0,1,68.0,Gas
Gatifloxacin,10.0,100.0,1,5.0,Ophthalmic Surgery
GaviLyte-C,9.0,90.0,1,4.0,Bowel Preparation
GaviLyte-G,8.0,80.0,5,17.4,Bowel Preparation
GaviLyte-N,2.67,26.7,3,5.666666666666667,Bowel Preparation
Gefitinib,9.5,95.0,2,30.0,Non-Small Cell Lung Cance
Gelnique,5.0,50.0,2,21.0,Overactive Bladde
Gemfibrozil,6.0,60.0,3,34.333333333333336,High Cholesterol
Gemifloxacin,9.0,90.0,1,7.0,Strep Throat
GenTeal,10.0,100.0,1,6.0,Eye Redness
Generess Fe,7.21,72.1,24,9.625,Birth Control
Generlac,10.0,100.0,1,69.0,"Constipation, Chronic"
Gentamicin,10.0,100.0,1,0.0,Skin and Structure Infection
Gentian violet,9.0,90.0,1,0.0,Not Listed / Othe
Genvoya,7.92,79.2,12,8.333333333333334,HIV Infection
Geodon,5.31,53.1,59,18.52542372881356,Bipolar Disorde
Gianvi,5.7,57.0,43,4.813953488372093,Birth Control
Gildess Fe 1 / 20,4.86,48.6,51,6.411764705882353,Birth Control
Gildess Fe 1.5 / 30,6.22,62.2,9,11.555555555555555,Birth Control
Gilenya,6.18,61.8,17,53.11764705882353,Multiple Sclerosis
Ginger,10.0,100.0,1,3.0,Nausea/Vomiting
Ginseng,8.0,80.0,1,27.0,Herbal Supplementation
Glatiramer,7.85,78.5,27,36.333333333333336,Multiple Sclerosis
Gleevec,9.67,96.7,6,22.333333333333332,Chronic Myelogenous Leukemia
Glimepiride,7.0,70.0,5,50.4,"Diabetes, Type 2"
Glimepiride / rosiglitazone,10.0,100.0,1,1.0,"Diabetes, Type 2"
GlipiZIDE XL,3.0,30.0,1,54.0,"Diabetes, Type 2"
Glipizide,6.71,67.1,7,47.285714285714285,"Diabetes, Type 2"
Glucophage,5.67,56.7,9,67.44444444444444,"Diabetes, Type 2"
Glucophage XR,8.5,85.0,2,60.0,Insulin Resistance Syndrome
Glucose,10.0,100.0,1,2.0,Dietary Supplementation
Glucotrol,8.0,80.0,2,90.0,"Diabetes, Type 2"
Glyburide,9.0,90.0,3,53.0,"Diabetes, Type 2"
Glyburide / metformin,8.0,80.0,1,16.0,min)
Glycerin,9.33,93.3,3,11.333333333333334,Constipation
Glyxambi,9.0,90.0,2,8.5,"Diabetes, Type 2"
GoLYTELY,6.1,61.0,10,21.9,Bowel Preparation
Gold sodium thiomalate,10.0,100.0,1,1.0,Rheumatoid Arthritis
Golimumab,6.82,68.2,17,16.294117647058822,Rheumatoid Arthritis
Gonal-f,10.0,100.0,1,5.0,llicle Stimulation
Goody's Extra-Strength Headache Powders,9.5,95.0,2,8.0,Migraine
Goserelin,7.11,71.1,9,22.77777777777778,Endometriosis
Gralise,6.0,60.0,2,34.5,16</span> users found this comment helpful.
Granulex,10.0,100.0,1,1.0,Dermatologic Lesion
Gris-PEG,6.0,60.0,1,0.0,Tinea Cruris
Griseofulvin,10.0,100.0,1,14.0,Dermatophytosis
Guaifenesin,7.35,73.5,43,59.325581395348834,ibromyalgia
Guaifenesin / hydrocodone,7.0,70.0,1,7.0,Cough
Guaifenesin / phenylephrine,10.0,100.0,2,12.5,Sinus Symptoms
Guaifenesin / pseudoephedrine,6.14,61.4,37,10.837837837837839,Cough and Nasal Congestion
Guanfacine,5.43,54.3,46,37.130434782608695,ADHD
Guarana,10.0,100.0,1,4.0,Herbal Supplementation
Gynazole-1,7.0,70.0,1,6.0,Vaginal Yeast Infection
H.P. Acthar Gel,3.0,30.0,1,3.0,Polymyositis/Dermatomyositis
Habitrol,7.0,70.0,2,9.0,Smoking Cessation
Halaven,8.0,80.0,1,24.0,"Breast Cancer, Metastatic"
Halcion,9.0,90.0,6,40.5,Insomnia
Haldol,7.86,78.6,7,24.285714285714285,Psychosis
HalfLytely and Bisacodyl,6.33,63.3,3,14.666666666666666,Bowel Preparation
Halfan,10.0,100.0,1,0.0,Malaria
Halobetasol,9.43,94.3,7,9.714285714285714,Psoriasis
Halofantrine,10.0,100.0,1,0.0,Malaria
Haloperidol,4.5,45.0,12,20.0,Psychosis
Harvoni,8.96,89.6,70,29.37142857142857,Hepatitis C
Heme iron polypeptide,3.0,30.0,1,0.0,Iron Deficiency Anemia
Herceptin,9.0,90.0,1,6.0,"Breast Cancer, Adjuvant"
Hetlioz,10.0,100.0,1,8.0,Insomnia
Hexachlorophene,5.5,55.0,2,0.0,"Skin Disinfection, Preoperative"
Hiprex,9.5,95.0,4,46.25,Urinary Tract Infection
Histrelin,6.0,60.0,2,7.5,Not Listed / Othe
Hizentra,6.6,66.0,5,5.4,Primary Immunodeficiency Syndrome
Homatropine / hydrocodone,8.69,86.9,13,13.923076923076923,Cough
Horizant,9.75,97.5,4,38.0,Restless Legs Syndrome
Humalog,10.0,100.0,1,0.0,"Diabetes, Type 1"
Humalog KwikPen,7.5,75.0,2,2.0,"Diabetes, Type 2"
Human papillomavirus vaccine,4.67,46.7,6,8.666666666666666,Human Papillomavirus Prophylaxis
Humira,7.27,72.7,81,34.839506172839506,Psoriasis
Humulin N,10.0,100.0,1,6.0,"Diabetes, Type 1"
Humulin R U-500 (Concentrated),10.0,100.0,2,0.5,"Diabetes, Type 2"
Hyaluronan,7.03,70.3,30,37.5,Osteoarthritis
Hycodan,9.4,94.0,10,14.9,Cough
Hydralazine,1.71,17.1,7,28.857142857142858,High Blood Pressure
Hydrea,6.0,60.0,3,22.666666666666668,"Anemia, Sickle Cell"
Hydrochlorothiazide,6.04,60.4,28,54.892857142857146,High Blood Pressure
Hydrochlorothiazide / irbesartan,9.0,90.0,1,15.0,High Blood Pressure
Hydrochlorothiazide / lisinopril,6.75,67.5,8,43.875,High Blood Pressure
Hydrochlorothiazide / losartan,4.64,46.4,11,32.09090909090909,High Blood Pressure
Hydrochlorothiazide / olmesartan,5.14,51.4,7,17.0,High Blood Pressure
Hydrochlorothiazide / telmisartan,6.0,60.0,2,11.0,High Blood Pressure
Hydrochlorothiazide / triamterene,7.44,74.4,9,26.88888888888889,High Blood Pressure
Hydrochlorothiazide / valsartan,7.5,75.0,4,20.0,High Blood Pressure
Hydrocodone,6.55,65.5,22,41.59090909090909,Pain
Hydrocodone / ibuprofen,8.35,83.5,20,13.2,Pain
Hydrocodone / pseudoephedrine,10.0,100.0,1,2.0,Cough and Nasal Congestion
Hydrocortisone,8.11,81.1,9,13.777777777777779,Eczema
Hydrocortisone / neomycin / polymyxin b,1.0,10.0,3,2.6666666666666665,Otitis Externa
Hydrocortisone / pramoxine,9.33,93.3,6,18.166666666666668,Hemorrhoids
Hydromet,5.0,50.0,2,23.5,Cough
Hydromorphone,8.85,88.5,85,28.91764705882353,Pain
Hydroquinone,9.0,90.0,1,73.0,Dermatological Disorders
Hydroxocobalamin,1.0,10.0,1,0.0,Vitamin B12 Deficiency
Hydroxyamphetamine / tropicamide,2.0,20.0,1,0.0,Pupillary Dilation
Hydroxychloroquine,7.31,73.1,42,68.21428571428571,Rheumatoid Arthritis
Hydroxyprogesterone,7.56,75.6,16,9.875,Premature Lab
Hydroxyurea,8.0,80.0,4,7.5,Thrombocythemia
Hydroxyzine,6.41,64.1,147,37.197278911564624,Anxiety
Hylan g-f 20,6.14,61.4,22,26.727272727272727,Osteoarthritis
Hylenex,10.0,100.0,1,4.0,Hypodermoclysis
Hyoscyamine,8.94,89.4,18,24.0,Irritable Bowel Syndrome
Hyoscyamine / methenamine / methylene blue / phenyl salicylate,7.0,70.0,3,8.0,Urinary Tract Infection
Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,8.67,86.7,3,89.66666666666667,Urinary Tract Infection
Hyosyne,7.0,70.0,1,23.0,Irritable Bowel Syndrome
Hypercare,8.62,86.2,48,9.375,Hyperhidrosis
Hysingla ER,4.17,41.7,23,32.21739130434783,Pain
Hytrin,8.0,80.0,4,41.75,High Blood Pressure
Hyzaar,3.0,30.0,1,58.0,High Blood Pressure
Hyzine,1.0,10.0,1,42.0,Anxiety
Ibandronate,6.8,68.0,5,44.8,Osteoporosis
Ibrance,5.0,50.0,4,27.5,"Breast Cancer, Metastatic"
Ibrutinib,8.33,83.3,6,10.833333333333334,Chronic Lymphocytic Leukemia
Ibuprofen,8.21,82.1,19,13.631578947368421,Headache
Ibuprofen / pseudoephedrine,5.5,55.0,2,1.5,Sinus Symptoms
Icatibant,10.0,100.0,1,8.0,Hereditary Angioedema
Icosapent,8.8,88.0,5,20.4,Hypertriglyceridemia
Ilevro,9.0,90.0,1,5.0,Postoperative Increased Intraocular Pressure
Iloperidone,6.0,60.0,6,19.166666666666668,Schizophrenia
Imatinib,9.5,95.0,10,33.0,Chronic Myelogenous Leukemia
Imbruvica,8.0,80.0,4,11.25,Chronic Lymphocytic Leukemia
Imdur,8.0,80.0,2,56.0,Angina Pectoris Prophylaxis
Imipramine,6.83,68.3,6,26.833333333333332,Pain
Imiquimod,7.43,74.3,60,15.033333333333333,Human Papilloma Virus
Imitrex,7.4,74.0,35,13.028571428571428,Migraine
Imitrex Nasal,10.0,100.0,1,9.0,Migraine
Imitrex Statdose,9.33,93.3,3,3.0,Migraine
Immune globulin intravenous,10.0,100.0,1,7.0,Primary Immunodeficiency Syndrome
Immune globulin intravenous and subcutaneous,7.0,70.0,1,3.0,Primary Immunodeficiency Syndrome
Immune globulin subcutaneous,8.25,82.5,4,5.75,Primary Immunodeficiency Syndrome
Imodium,7.8,78.0,5,14.2,Diarrhea
Imodium A-D,10.0,100.0,4,19.25,Diarrhea
Implanon,6.45,64.5,404,9.252475247524753,Birth Control
Imuran,6.0,60.0,13,28.846153846153847,Ulcerative Colitis
Inapsine,1.0,10.0,1,3.0,Nausea/Vomiting
Incivek,10.0,100.0,2,17.0,Hepatitis C
Incruse Ellipta,2.0,20.0,1,17.0,COPD
Inderal,7.19,71.9,16,38.9375,Migraine Prevention
Inderal LA,7.25,72.5,4,40.5,Migraine Prevention
Indocin,9.0,90.0,4,35.75,Sciatica
Indocin SR,7.0,70.0,3,11.666666666666666,Ankylosing Spondylitis
Indomethacin,7.77,77.7,35,25.62857142857143,"Gout, Acute"
Infliximab,7.97,79.7,31,22.29032258064516,Ulcerative Colitis
"Influenza virus vaccine, inactivated",9.0,90.0,1,2.0,Influenza Prophylaxis
"Influenza virus vaccine, live, trivalent",1.0,10.0,1,8.0,Influenza Prophylaxis
Inova 4 / 1,8.0,80.0,1,0.0,Acne
Insulin aspart,4.33,43.3,3,12.333333333333334,"Diabetes, Type 2"
Insulin aspart / insulin degludec,8.0,80.0,1,0.0,"Diabetes, Type 2"
Insulin degludec,5.0,50.0,9,16.666666666666668,"Diabetes, Type 1"
Insulin detemir,6.83,68.3,6,19.166666666666668,"Diabetes, Type 2"
Insulin glargine,4.91,49.1,11,13.454545454545455,"Diabetes, Type 2"
Insulin glulisine,9.5,95.0,2,1.0,"Diabetes, Type 2"
"Insulin inhalation, rapid acting",8.29,82.9,17,38.529411764705884,"Diabetes, Type 1"
Insulin isophane,10.0,100.0,1,46.0,"Diabetes, Type 2"
Insulin isophane / insulin regular,3.0,30.0,1,0.0,"Diabetes, Type 2"
Insulin lispro,2.0,20.0,1,2.0,"Diabetes, Type 2"
Insulin regular,10.0,100.0,2,0.0,"Diabetes, Type 2"
Intal,10.0,100.0,2,1.5,"Asthma, Maintenance"
Intelence,8.0,80.0,2,1.5,HIV Infection
Interferon alfa-2b,1.0,10.0,1,2.0,Hepatitis C
Interferon beta-1a,7.08,70.8,12,17.833333333333332,Multiple Sclerosis
Interferon beta-1b,7.0,70.0,1,24.0,Multiple Sclerosis
Intron A,1.0,10.0,1,2.0,Hepatitis C
Intuniv,6.56,65.6,25,73.76,ADHD
Invega,7.0,70.0,19,31.42105263157895,Schizophrenia
Invega Sustenna,6.33,63.3,9,15.555555555555555,Schizophrenia
Invega Trinza,9.33,93.3,3,11.0,Schizophrenia
Invokana,6.52,65.2,48,38.625,"Diabetes, Type 2"
Iophen-C NR,8.0,80.0,2,19.5,Cough
Ipratropium,10.0,100.0,2,13.0,Rhinorrhea
Irbesartan,4.46,44.6,13,50.23076923076923,High Blood Pressure
Iressa,9.67,96.7,3,53.0,Non-Small Cell Lung Cance
Iron polysaccharide,8.5,85.0,2,9.5,Iron Deficiency Anemia
Iron sucrose,8.0,80.0,1,6.0,Iron Deficiency Anemia
Isentress,10.0,100.0,2,4.5,HIV Infection
Isoniazid,7.5,75.0,2,11.5,"Tuberculosis, Latent"
Isoproterenol,10.0,100.0,1,3.0,"Asthma, acute"
Isosorbide mononitrate,5.09,50.9,11,21.90909090909091,Angina Pectoris Prophylaxis
Isotretinoin,8.3,83.0,169,16.153846153846153,Acne
Itraconazole,6.6,66.0,5,15.6,"Onychomycosis, Toenail"
Ivacaftor,10.0,100.0,1,0.0,Cystic Fibrosis
Ivermectin,7.82,78.2,34,12.529411764705882,Rosacea
Ixekizumab,8.5,85.0,10,11.4,Plaque Psoriasis
Jakafi,8.0,80.0,1,1.0,Myelofibrosis
Jalyn,6.0,60.0,5,44.2,Benign Prostatic Hyperplasia
Janumet,5.75,57.5,8,48.75,"Diabetes, Type 2"
Januvia,6.54,65.4,13,59.07692307692308,"Diabetes, Type 2"
Jardiance,7.83,78.3,12,36.5,"Diabetes, Type 2"
Jencycla,8.0,80.0,2,6.5,Birth Control
Jentadueto,9.5,95.0,2,4.5,"Diabetes, Type 2"
